,Restaurant,Cusines_all,price_for_one,Rating,delivery_review_number,location,Longitude,Latitude
16433,Lazeez, Mughlai,300,4.0,4095,Koramangala 5th Block,77.6189768,12.9348429
16434,Biryani Festival, North Indian,150,3.3,156,Whitefield,77.7497448,12.9696365
16435,Tuckshop Cafe, Sandwich,125,4.3,543,Bommanahalli,77.6239038,12.9089453
16436,Pooja Ice Cream, Desserts,100,0.0,7,Vijay Nagar,77.61250656,12.96591365
16437,Chef Baker's, Fast Food,200,4.0,578,By The Way,77.61250656,12.96591365
16438,Biryani Canteen, North Indian,150,4.2,1463,Rajajinagar,77.554883,12.9882338
16439,Biryani Hotel, North Indian,150,3.2,340,Koramangala 5th Block,77.6189768,12.9348429
16440,Punjabi Dhaba, Mughlai,175,3.3,3868,Nagawara,77.6209093,13.0431413
16441,Punjabi Dhaba, Mughlai,300,3.4,1016,Jakkur,77.6068938,13.0784743
16442,Punjabi Dhaba, Mughlai,250,4.0,12700,HSR,77.6398674,12.9092342
16443,Punjabi Dhaba, Mughlai,250,4.3,647,Majestic,77.5728757,12.9757079
16444,Punjabi Dhaba, Mughlai,150,3.4,2519,Indiranagar,77.6404672,12.9732913
16445,Sarangi, Chinese,175,4.1,2355,Hesaraghatta,77.4783628,13.1393984
16446,New Rajanna Military Hotel, South Indian,150,3.9,144,Rajajinagar,77.554883,12.9882338
16447,Dessert Crunch, Shake,150,4.3,130,Kanakapura Road,77.5449181,12.8773096
16448,Sri Mast Bangarpet Chats, Ice Cream,125,0.0,10,New BEL Road,77.564105,13.0393922
16449,Jubli Biryani, Biryani,225,3.7,325,ITPL Main Road,77.7272748,12.9805104
16450,Lassi Town, Fast Food,100,3.7,44,Vijay Nagar,77.61250656,12.96591365
16451,Onesta, Fast Food,300,3.4,184,Ascendas Park Square,77.64825296,12.8487599
16452,Onesta, Fast Food,300,3.7,13600,JP Nagar,77.5782713,12.9072515
16453,Onesta, Fast Food,300,3.5,1578,Royal Meenakshi Mall,77.59554297,12.8756837
16454,Onesta, Fast Food,300,3.8,13600,Basaveshwara Nagar,77.5394749,12.9931607
16455,Onesta, Fast Food,300,3.8,3031,Indiranagar,77.6404672,12.9732913
16456,Onesta, Fast Food,300,3.6,14400,HSR,77.6398674,12.9092342
16457,Onesta, Fast Food,300,3.6,14600,Marathahalli,77.6984163,12.9552572
16458,Onesta, Fast Food,300,3.6,12100,Koramangala 5th Block,77.6189768,12.9348429
16459,Onesta, Fast Food,300,3.6,3576,Electronic City,77.64825296,12.8487599
16460,Onesta, Fast Food,300,3.7,9740,New BEL Road,77.564105,13.0393922
16461,Onesta, Fast Food,300,3.7,9685,Kammanahalli,77.6377094,13.0093455
16462,Onesta, Fast Food,300,3.8,437,Vijay Nagar,77.61250656,12.96591365
16463,New Taaza Thindi, Chinese,125,3.9,4111,Electronic City,77.64825296,12.8487599
16464,Lassi Adda, Sandwich,100,4.0,8269,Electronic City,77.64825296,12.8487599
16465,Udupi Upachara, North Indian,125,3.9,63,Rajajinagar,77.554883,12.9882338
16466,The Fatty Bao, Sushi,750,3.8,741,Lavelle Road,77.5997248,12.9749487
16467,The Fatty Bao, Sushi,600,4.3,4532,Indiranagar,77.6404672,12.9732913
16468,Le Arabia Restaurant - Vijaya Nagar, Biryani,250,3.7,1366,Vijay Nagar,77.61250656,12.96591365
16469,Hotel Bilal Biriyani Centre, North Indian,100,4.0,919,Mysore Road,77.5300705,12.9467026
16472,IDC Kitchen, Beverages,75,4.1,2572,New BEL Road,77.564105,13.0393922
16473,IDC Kitchen, Beverages,75,4.1,2382,Residency Road,77.6206061,13.0529476
16474,IDC Kitchen, Beverages,75,4.0,8094,Koramangala 5th Block,77.6189768,12.9348429
16475,IDC Kitchen, Beverages,100,3.9,1251,Indiranagar,77.6404672,12.9732913
16476,Kolkata King, Sandwich,100,4.0,1693,Basavanagudi,77.5755021,12.9417261
16479,Cafe Coco, Chinese,275,3.9,205,Sanjay Nagar,77.6958748,12.9578658
16480,Chini Mirchi Indo-Chinese Kitchen, Sichuan,300,3.5,168,ITPL Main Road,77.7272748,12.9805104
16481,New Sagar Fast Food, Street Food,150,4.0,1481,Yeshwantpur,77.5529215,13.02383
16482,Hyderabadi Kitchen, Chinese,200,3.7,1046,Whitefield,77.7497448,12.9696365
16483,Hyderabadi Kitchen, Chinese,200,3.6,5265,Marathahalli,77.6984163,12.9552572
16484,Iyenger Cake Palace, Fast Food,50,3.6,59,Bannerghatta Road,77.6041899,12.9521804
16485,Chutney Chang, Chinese,750,4.2,616,Jayanagar,77.5824229,12.9292731
16486,Chutney Chang, Chinese,750,4.3,211,Church Street,77.6026774,12.9755105
16487,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.2,327,Banashankari,77.59445195,12.96528325
16488,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.1,277,HSR,77.6398674,12.9092342
16489,LeanCrust Pizza- ThinCrust Experts, Italian,400,3.8,49,Ulsoor,77.6246697,12.9778793
16490,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.0,412,Marathahalli,77.6984163,12.9552572
16491,LeanCrust Pizza- ThinCrust Experts, Italian,400,3.9,296,Koramangala 6th Block,77.6238477,12.9390255
16492,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.5,268,BTM,77.60456543,12.91127585
16493,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.3,586,Kammanahalli,77.6377094,13.0093455
16494,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.5,562,Yeshwantpur,77.5529215,13.02383
16495,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.3,162,Bellandur,77.6782471,12.93103185
16496,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.5,416,Bommanahalli,77.6239038,12.9089453
16497,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.2,375,Rajajinagar,77.554883,12.9882338
16498,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.0,22,Langford Town,77.6037312,12.957998
16499,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.2,372,Old Airport Road,77.6663946,12.9583828
16500,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.0,56,Jayanagar,77.5824229,12.9292731
16501,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.4,400,Indiranagar,77.6404672,12.9732913
16502,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.3,61,City Market,77.57627054,12.965718
16503,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.2,11,Electronic City,77.64825296,12.8487599
16504,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.6,182,Whitefield,77.7497448,12.9696365
16505,LeanCrust Pizza- ThinCrust Experts, Italian,400,4.0,40,Seshadripuram,77.5753419,12.9931876
16506,Sagar Hotel, Chinese,200,4.1,9815,Rajajinagar,77.554883,12.9882338
16508,Hotel New Karavali, Chinese,400,3.7,739,Hennur,77.6305067,13.0258087
16509,Hotel New Karavali, Chinese,175,4.1,3349,Banashankari,77.59445195,12.96528325
16510,Sangam House Of Kebabs, Chinese,200,3.9,38,Vijay Nagar,77.61250656,12.96591365
16512,South Ruchis, Chinese,300,3.9,17000,Vijay Nagar,77.61250656,12.96591365
16513,South Ruchis, Chinese,150,3.8,557,Majestic,77.5728757,12.9757079
16514,Lassi Magic, Desserts,100,3.1,21,Hosur Road,77.6052566,12.9527111
16515,Lassi Magic, Desserts,150,3.5,546,Electronic City,77.64825296,12.8487599
16516,Namma Bengaluru Biryani Adda, Kebab,100,0.0,10,Rammurthy Nagar,77.64825296,12.8487599
16517,Lassi Shop And Cafe, Ice Cream,125,3.3,44,Basavanagudi,77.5755021,12.9417261
16518,The Punjabi Rasoi, Chinese,400,4.0,5917,Whitefield,77.7497448,12.9696365
16519,The Punjabi Rasoi, Chinese,400,3.8,5422,Sarjapur Road,77.6653284,12.920441
16520,The Punjabi Rasoi, Chinese,200,4.0,1810,Bannerghatta Road,77.6041899,12.9521804
16521,The Punjabi Rasoi, Chinese,200,4.0,1363,Electronic City,77.64825296,12.8487599
16522,The Punjabi Rasoi, Chinese,200,4.1,3019,Brookefield,77.7168891,12.9668213
16523,Gharoyana, Chinese,150,4.2,1033,Whitefield,77.7497448,12.9696365
16524,Cafe Soy, Chinese,300,4.3,1383,Thippasandra,77.6509982,12.973936
16525,Kamat Hotel, North Indian,200,3.5,441,Basavanagudi,77.5755021,12.9417261
16526,Parika Multicuisine & Coastal Fine Dine, Seafood,550,4.1,1161,HSR,77.6398674,12.9092342
16528,Sri Brahmi Ruchi, Chinese,150,3.7,378,Vijay Nagar,77.61250656,12.96591365
16529,ShakeShack, Shake,150,3.6,33,Electronic City,77.64825296,12.8487599
16530,Infinitea Tea Room & Tea Store, European,650,4.3,629,Shivajinagar,77.6075416,12.986391
16531,Infinitea Tea Room & Tea Store, European,650,4.3,330,Indiranagar,77.6404672,12.9732913
16532,Chefkraft, Continental,300,4.2,4094,Indiranagar,77.6404672,12.9732913
16533,SGS Non Veg Gundu Palav, Kebab,200,3.8,222,Electronic City,77.64825296,12.8487599
16534,SGS Non Veg Gundu Palav, Kebab,150,3.9,16,Hennur,77.6305067,13.0258087
16535,Saiko Sushi House, Sushi,250,4.0,498,Kaggadasapura,77.6790908,12.9846713
16536,Saiko Sushi House, Sushi,225,4.0,153,Sahakara Nagar,77.58006135,13.0621474
16537,Saiko Sushi House, Sushi,600,3.4,16,Thippasandra,77.6509982,12.973936
16538,Shree Taaza Thindi, Shake,100,3.6,59,Banaswadi,77.6518539,13.0141618
16539,Shero Home Food - Andhra, Chettinad,150,4.0,70,Bommanahalli,77.6239038,12.9089453
16540,La Fingerlickia, Italian,200,3.6,1838,Bellandur,77.6782471,12.93103185
16541,Cilantro, American,750,0.0,11,Koramangala 4th Block,77.6294052,12.9327778
16542,Chattim Chorum, South Indian,200,3.8,160,Bommanahalli,77.6239038,12.9089453
16543,Koli Hut, Burger,150,3.6,297,Whitefield,77.7497448,12.9696365
16544,Shaken & Stirred, North Indian,750,3.6,81,Race Course Road,77.5808654,12.983801
16546,Soul Treat, Desserts,350,3.9,623,Sarjapur Road,77.6653284,12.920441
16547,Khichdi Paradise, Beverages,150,3.0,42,JP Nagar,77.5782713,12.9072515
16548,Pizzeria Locale, Fast Food,350,3.6,563,Kalyan Nagar,77.6403368,13.0221416
16549,Hyderabad Magic, Mughlai,200,4.0,6083,Electronic City,77.64825296,12.8487599
16550,Hyderabad Magic, Mughlai,200,3.9,2606,HSR,77.6398674,12.9092342
16551,Veg Brooo- Indian, Chinese,200,0.0,8,Rajajinagar,77.554883,12.9882338
16552,Uday Sweets, Street Food,50,3.9,714,Koramangala 5th Block,77.6189768,12.9348429
16553,Uday Sweets, Street Food,50,3.6,351,Koramangala 6th Block,77.6238477,12.9390255
16554,Caraway Kitchen - Conrad Bengaluru, Continental,1400,0.0,9,Conrad Bengaluru,77.6206956,12.97533965
16555,India Chai Lounge, Pizza,200,3.3,47,Vasanth Nagar,77.58516878,12.98872125
16556,Malabar Cafe, South Indian,200,3.7,1416,Koramangala 7th Block,77.6134783,12.9364846
16557,Malabar Cafe, South Indian,150,3.5,11300,BTM,77.60456543,12.91127585
16558,Kannur Kitchen, Chinese,150,3.8,1001,New BEL Road,77.564105,13.0393922
16559,Sri Pillaiyar Bhavan, Chettinad,200,4.1,1811,Electronic City,77.64825296,12.8487599
16560,Sri Bhagya Sagar, North Indian,200,4.0,1083,Bommanahalli,77.6239038,12.9089453
16562,Spice Rack, Rolls,125,3.6,41,Bommanahalli,77.6239038,12.9089453
16563,M.M Zone And Cafe, Rolls,150,0.0,25,Frazer Town,77.6130165,12.996845
16564,Aramane Donne Biriyani, South Indian,150,3.9,2811,JP Nagar,77.5782713,12.9072515
16565,Aramane Donne Biriyani, South Indian,150,3.8,514,Banashankari,77.59445195,12.96528325
16566,Aramane Donne Biriyani, South Indian,150,3.9,17800,BTM,77.60456543,12.91127585
16567,Aramane Donne Biriyani, South Indian,200,4.2,170,Nagarbhavi,77.51126721,12.95961755
16568,Aramane Donne Biriyani, South Indian,250,3.8,287,Rammurthy Nagar,77.6398674,12.9092342
16569,Hotel Salala, South Indian,250,3.8,646,Old Airport Road,77.6663946,12.9583828
16570,Royale Rolls, North Indian,200,3.9,88,BTM,77.60456543,12.91127585
16571,South Spicy Bites Xpress, Chinese,275,4.0,5229,Sahakara Nagar,77.58006135,13.0621474
16572,Shree Balaji Mumbai Pav-Bhaji & Tawa Pulav, North Indian,150,4.1,53,HSR,77.6398674,12.9092342
16573,Bhavya Military Hotel, North Indian,150,4.0,3488,Bannerghatta Road,77.6041899,12.9521804
16574,Chimista Bowl, Sichuan,200,4.2,60,Electronic City,77.64825296,12.8487599
16576,New Karavali Mess, Konkan,175,3.5,458,Rajajinagar,77.554883,12.9882338
16577,Jodhpur Sweets And Snacks, Street Food,100,3.9,3379,Nagarbhavi,77.51126721,12.95961755
16579,Hunger Hunt, Burger,150,3.8,76,Uttarahalli,77.5455438,12.9055682
16580,The Cake Deluxe, Bakery,400,4.1,464,Rajajinagar,77.554883,12.9882338
16581,The Cake Deluxe, Bakery,150,4.0,1553,Kammanahalli,77.6377094,13.0093455
16582,The Cake Deluxe, Bakery,300,4.0,24,Basavanagudi,77.5755021,12.9417261
16583,Hard Rock Cafe, Continental,1400,4.3,229,St. Marks Road,77.5824229,12.9292731
16584,Hard Rock Cafe, Continental,900,3.7,279,Whitefield,77.7497448,12.9696365
16585,Tarangini, North Indian,200,4.2,108,Sanjay Nagar,77.6958748,12.9578658
16586,Delhi Ka Chulha, North Indian,150,3.8,617,Electronic City,77.64825296,12.8487599
16587,Thunder Fried Chicken, Biryani,250,3.9,2645,Jeevan Bhima Nagar,77.6568367,12.9678074
16588,Simpli Namdhari’s, Bakery,100,0.0,10,Indiranagar,77.6404672,12.9732913
16590,Andhra Masala, Andhra,250,3.5,224,Marathahalli,77.6984163,12.9552572
16591,Hotel Udupi Garden, North Indian,200,4.3,1954,Sanjay Nagar,77.6958748,12.9578658
16592,21 Pork Street, Kerala,300,3.8,277,Kammanahalli,77.6377094,13.0093455
16593,Cake Express, Desserts,300,3.6,1435,HSR,77.6398674,12.9092342
16594,Kentaky Fast Food, Chinese,175,4.2,313,Basaveshwara Nagar,77.5394749,12.9931607
16596,Malleswaram Thatte Idly Cafe & By 2 Coffee Point, Beverages,50,4.1,915,Malleshwaram,77.5703253,13.0027353
16597,Wang's Xanadu Momo, Fast Food,75,3.7,100,HSR,77.6398674,12.9092342
16598,Spicychilly Resturant, North Indian,175,3.8,162,JP Nagar,77.5782713,12.9072515
16600,Olive Grove, North Indian,425,4.1,345,Electronic City,77.64825296,12.8487599
16602,Paratha Project, Beverages,200,3.6,87,Whitefield,77.7497448,12.9696365
16603,The Daily Meal, North Indian,250,3.1,38,Electronic City,77.64825296,12.8487599
16604,Dilli Da Dhaba, Chinese,150,3.8,7187,Bellandur,77.6782471,12.93103185
16605,Maharaja Military Canteen, North Indian,200,4.0,137,Banashankari,77.59445195,12.96528325
16606,Maharaja Military Canteen, North Indian,200,3.6,64,Cunningham Road,77.5970428,12.9845781
16607,Maharaja Military Canteen, North Indian,200,3.7,1418,JP Nagar,77.5782713,12.9072515
16608,Maharaja Military Canteen, North Indian,200,3.8,15,RT Nagar,77.595715,13.0227204
16609,Maharaja Military Canteen, North Indian,200,3.8,0,Jayanagar,77.5824229,12.9292731
16610,Maharaja Military Canteen, North Indian,175,3.8,2,Vijay Nagar,77.61250656,12.96591365
16611,JK Eden Huts Restaurant, Mughlai,175,3.9,3439,Bellandur,77.6782471,12.93103185
16614,Shree Chinese Corner, Sichuan,150,3.9,398,Yeshwantpur,77.5529215,13.02383
16615,Panda Momos, Tibetan,300,3.8,61,JP Nagar,77.5782713,12.9072515
16616,Panda Momos, Tibetan,300,3.4,21,New BEL Road,77.564105,13.0393922
16617,Mr Chow, Sichuan,200,3.8,1636,Brookefield,77.7168891,12.9668213
16618,Andhra Meal Co, Healthy Food,250,2.7,44,Brookefield,77.7168891,12.9668213
16619,Andhra Meal Co, Healthy Food,250,3.7,37,Basaveshwara Nagar,77.5394749,12.9931607
16620,Andhra Meal Co, Healthy Food,250,3.0,10,Hosur Road,77.6052566,12.9527111
16621,Andhra Meal Co, Healthy Food,250,2.8,98,Bommanahalli,77.6239038,12.9089453
16622,Andhra Meal Co, Healthy Food,250,3.0,39,Jeevan Bhima Nagar,77.6568367,12.9678074
16623,Andhra Meal Co, Healthy Food,250,2.6,28,Koramangala 2nd Block,77.6242433,12.9243692
16624,Andhra Meal Co, Healthy Food,250,3.0,17,New BEL Road,77.564105,13.0393922
16625,Andhra Meal Co, Healthy Food,250,2.9,19,Whitefield,77.7497448,12.9696365
16627,Burger For Breakfast, Beverages,125,4.0,49,Marathahalli,77.6984163,12.9552572
16628,The Sandwich House, Fast Food,150,3.4,55,Whitefield,77.7497448,12.9696365
16631,The Burger Hub, Burger,150,4.3,212,Banaswadi,77.6518539,13.0141618
16633,C. K. Mega Hot Food, Seafood,200,4.1,15100,BTM,77.60456543,12.91127585
16634,Taj Hotel, South Indian,250,3.8,1730,Shivajinagar,77.6075416,12.986391
16635,Amma's Biryani Mane, North Indian,150,3.9,34,Old Madras Road,77.6962756,13.0086263
16636,Sreenivasa Brahmins Bakery, Desserts,100,4.4,700,Basavanagudi,77.5755021,12.9417261
16637,New Punjabi Pure Veg Restaurant, Chinese,150,3.4,7290,Nagawara,77.6209093,13.0431413
16638,Swad Signal, Street Food,125,4.0,867,HSR,77.6398674,12.9092342
16639,Sri Banasankri Military Hotel, Biryani,150,3.9,148,Kanakapura Road,77.5449181,12.8773096
16648,Kolkata New Style Famous Kati Roll, Rolls,200,3.5,284,Whitefield,77.7497448,12.9696365
16649,Lassi Corner, Street Food,100,3.8,371,KR Puram,77.695935,13.007516
16650,Lassi Corner, Street Food,100,3.7,12800,Electronic City,77.64825296,12.8487599
16651,Lassi Corner, Street Food,150,3.5,1038,Whitefield,77.7497448,12.9696365
16652,Lassi Corner, Street Food,150,3.0,762,Sarjapur Road,77.6653284,12.920441
16653,Lassi Corner, Street Food,150,3.9,1325,Koramangala 8th Block,77.617338,12.9408685
16654,Lassi Corner, Street Food,150,3.8,426,Rajajinagar,77.554883,12.9882338
16655,Lassi Corner, Street Food,150,3.6,7,Marathahalli,77.6984163,12.9552572
16656,Lassi Corner, Street Food,150,3.7,410,Vijay Nagar,77.61250656,12.96591365
16657,The Coffee Brewery, Beverages,250,4.0,372,KR Puram,77.695935,13.007516
16658,The Big Barbeque, Mughlai,750,3.9,1158,Marathahalli,77.6984163,12.9552572
16659,The Big Barbeque, Mughlai,750,3.3,277,Electronic City,77.64825296,12.8487599
16660,Royal County, North Indian,275,3.7,474,Bommanahalli,77.6239038,12.9089453
16661,Pebo, Mediterranean,250,4.0,268,Sanjay Nagar,77.6958748,12.9578658
16662,Box Up, Biryani,200,4.0,24,Electronic City,77.64825296,12.8487599
16663,Fusion Food Factory, Chinese,100,3.3,17,Kaggadasapura,77.6790908,12.9846713
16664,Cravy Wings, Fast Food,200,4.3,13000,Koramangala 7th Block,77.6134783,12.9364846
16665,Softy Paradise, Desserts,150,0.0,7,Vijay Nagar,77.61250656,12.96591365
16666,MFC Juice And Cafe, Beverages,150,3.9,70,ITPL Main Road,77.7272748,12.9805104
16667,Royal Cripsy Burger, Burger,175,4.1,51,Rajajinagar,77.554883,12.9882338
16668,Dal Roti, Chinese,200,3.6,28,Whitefield,77.7497448,12.9696365
16669,Dal Roti, Chinese,200,4.1,2154,JP Nagar,77.5782713,12.9072515
16670,Udupi Gokul Cafe, North Indian,150,4.2,738,BTM,77.60456543,12.91127585
16671,Nomad Rolls & Shakes, Shake,125,3.2,434,Whitefield,77.7497448,12.9696365
16682,Donne Biriyanis Junction, Mughlai,200,3.5,873,Kammanahalli,77.6377094,13.0093455
16683,Donne Biriyanis Junction, Mughlai,200,3.3,454,Kadubeesanahalli,77.6972484,12.942199
16684,Donne Biriyanis Junction, Mughlai,250,3.3,236,Electronic City,77.64825296,12.8487599
16685,Malabar Hut Restaurant, Chinese,125,3.8,732,Kalyan Nagar,77.6403368,13.0221416
16686,Hungry Habibi, Arabian,200,3.5,364,BTM,77.60456543,12.91127585
16687,Golicious Mumbai Vada Pav, Sandwich,150,4.1,99,RT Nagar,77.595715,13.0227204
16688,Indori  Zaika, Fast Food,150,3.4,7004,HSR,77.6398674,12.9092342
16690,Alwaazed Kabab Center, South Indian,100,0.0,2,Shivajinagar,77.6075416,12.986391
16691,Surakshith Chinese Nalapaka, North Indian,100,3.9,598,Sadashiv Nagar,77.6398674,12.9092342
16693,Bunt's Biriyani Palace, Mughlai,275,4.0,1699,Banashankari,77.59445195,12.96528325
16694,Chai Theory, Desserts,100,3.6,33,New BEL Road,77.564105,13.0393922
16695,New Ammas Kitchen, Biryani,200,3.0,23,Jalahalli,77.5483803,13.0464531
16696,Taste Indies, Desserts,100,3.9,409,Sarjapur Road,77.6653284,12.920441
16697,Indian Paratha Company, Fast Food,200,0.0,15,Hennur,77.6305067,13.0258087
16698,Indian Paratha Company, Fast Food,250,0.0,5,Forum Neighbourhood Mall,77.6653284,12.920441
16699,Shoiab Family Restaurant, South Indian,400,3.6,732,Electronic City,77.64825296,12.8487599
16700,Karavali Ale Food Centre, Seafood,150,0.0,1,Koramangala 7th Block,77.6134783,12.9364846
16701,Sri Krishna Nanda Gokul Veg Restaurant, North Indian,250,3.8,691,Banaswadi,77.6518539,13.0141618
16702,ASEAN - On The Edge, Asian,900,4.4,183,Barton Centre,77.6518539,13.0141618
16703,Priyadarshini Veg, South Indian,200,4.2,6598,Yeshwantpur,77.5529215,13.02383
16704,Stories Bar & Kitchen, Chinese,750,3.9,612,JP Nagar,77.5782713,12.9072515
16705,Stories Bar & Kitchen, Chinese,750,4.1,1451,Rajajinagar,77.554883,12.9882338
16706,Stories Bar & Kitchen, Chinese,750,3.8,281,Rajarajeshwari Nagar,77.5155224,12.9274413
16708,New City Kitchen, Chinese,200,3.7,2843,Rammurthy Nagar,77.6074716,12.9736132
16709,D G Mane Oota, Kebab,150,3.4,159,JP Nagar,77.5782713,12.9072515
16711,Karavali Lunch Home, Mangalorean,175,3.2,76,KR Puram,77.695935,13.007516
16712,Karavali Lunch Home, Mangalorean,175,4.1,234,JP Nagar,77.5782713,12.9072515
16713,Karavali Lunch Home, Mangalorean,175,3.9,385,Kumaraswamy Layout,77.5553179,12.9081487
16714,Karavali Lunch Home, Mangalorean,200,4.0,7170,Malleshwaram,77.5703253,13.0027353
16716,Jagannath Food Corner, Fast Food,125,3.8,7194,BTM,77.60456543,12.91127585
16717,L J Iyenger’s Cakes N Cookies, Fast Food,50,3.6,376,Rajajinagar,77.554883,12.9882338
16718,Kolkata Kitchen, Seafood,300,3.6,282,Varthur Main Road,77.7471103,12.9413238
16719,Chinese Square, Fast Food,100,3.9,7530,Basavanagudi,77.5755021,12.9417261
16720,RJ 14 Kitchen, Rajasthani,250,3.2,645,Brookefield,77.7168891,12.9668213
16721,RJ 14 Kitchen, Rajasthani,250,3.5,1090,BTM,77.60456543,12.91127585
16722,RJ 14 Kitchen, Rajasthani,250,3.3,117,Rajajinagar,77.554883,12.9882338
16723,RJ 14 Kitchen, Rajasthani,200,3.1,85,HSR,77.6398674,12.9092342
16724,Biryani Chefs, Chinese,400,3.9,896,Banaswadi,77.6518539,13.0141618
16725,New Donne Biriyani House, South Indian,150,3.6,5817,Bellandur,77.6782471,12.93103185
16726,Natraj Chole Bhature, Fast Food,150,4.1,625,Brookefield,77.7168891,12.9668213
16727,Natraj Chole Bhature, Fast Food,150,4.1,1449,Jayanagar,77.5824229,12.9292731
16728,Natraj Chole Bhature, Fast Food,100,4.1,2232,Indiranagar,77.6404672,12.9732913
16730,Chunkies - Fried Chicken & More, Rolls,200,4.2,94,HBR Layout,77.6323597,13.0358698
16732,D-Zaprino, Street Food,150,3.8,1408,Rajajinagar,77.554883,12.9882338
16733,D-Zaprino, Street Food,150,3.9,18100,New BEL Road,77.564105,13.0393922
16736,Great Indian Khichdi By EatFit, North Indian,150,4.1,193,Kadubeesanahalli,77.6972484,12.942199
16737,Gold Tonique MRP Multi Kitchen, North Indian,500,3.5,96,Varthur Main Road,77.7471103,12.9413238
16738,Burger In Moon, Sandwich,150,3.9,617,BTM,77.60456543,12.91127585
16742,Rajathadri Palace, Chinese,350,4.1,3771,Uttarahalli,77.5455438,12.9055682
16743,Sri Vari Sweets, Street Food,100,0.0,9,KR Puram,77.695935,13.007516
16744,New York Waffles & Dinges, Bakery,200,3.7,2,KR Puram,77.695935,13.007516
16745,New York Waffles & Dinges, Bakery,200,3.7,43,JP Nagar,77.5782713,12.9072515
16746,New York Waffles & Dinges, Bakery,200,3.7,3,Kammanahalli,77.6377094,13.0093455
16747,New York Waffles & Dinges, Bakery,200,3.7,48,Koramangala 5th Block,77.6189768,12.9348429
16748,Steve's Fast Food, Momos,125,4.0,75,Old Airport Road,77.6663946,12.9583828
16751,One Plate Club Restaurant, Mughlai,200,3.2,49,KR Puram,77.695935,13.007516
16752,S'Mack, Desserts,150,3.5,179,Electronic City,77.64825296,12.8487599
16753,Cafe Factory Co., Beverages,100,3.7,410,Brookefield,77.7168891,12.9668213
16754,Jain & Veg Cuisines, Fast Food,150,3.8,283,Basavanagudi,77.5755021,12.9417261
16755,South Grand, North Indian,200,4.1,3161,Uttarahalli,77.5455438,12.9055682
16756,Sabroso, Kebab,200,4.3,311,New BEL Road,77.564105,13.0393922
16757,The Blue Wagon - Coffee & Kitchen, Beverages,200,4.5,320,JP Nagar,77.5782713,12.9072515
16758,Sharma's Kitchen, Street Food,100,3.8,1839,Bommanahalli,77.6239038,12.9089453
16759,Just Bake - Cakes & Confectioners, Desserts,100,4.0,719,BTM,77.60456543,12.91127585
16760,Just Bake - Cakes & Confectioners, Desserts,100,3.7,825,BTM,77.60456543,12.91127585
16761,Dragon Chilly, North Indian,200,3.5,973,Bellandur,77.6782471,12.93103185
16762,Absolute Momo Cafe, Chinese,200,4.0,351,Kumaraswamy Layout,77.5553179,12.9081487
16763,Malabar Darbar, Mughlai,300,0.0,1,Marathahalli,77.6984163,12.9552572
16764,Malabar Darbar, Mughlai,300,0.0,8,Electronic City,77.64825296,12.8487599
16765,Mom's Cuisine, South Indian,100,0.0,5,Hebbal,77.5919,13.0382184
16766,Yelaneeraa Thota, Shake,125,4.0,74,Banashankari,77.59445195,12.96528325
16767,Fico, Pasta,250,3.6,196,Koramangala 4th Block,77.6294052,12.9327778
16769,Pakka Mane Uta, North Indian,100,3.3,517,Whitefield,77.7497448,12.9696365
16770,Burger And Pizza, Pizza,100,3.5,166,Bannerghatta Road,77.6041899,12.9521804
16771,City Lights, South Indian,150,3.3,220,Electronic City,77.64825296,12.8487599
16773,New Ramdev Sweets, Street Food,100,3.8,698,KR Puram,77.695935,13.007516
16774,Podhi Kitchen, Biryani,200,3.8,375,Kammanahalli,77.6377094,13.0093455
16775,Punjabi Tandoor, North Indian,350,3.7,7165,Kaggadasapura,77.6790908,12.9846713
16776,Sri Ramji Sweet And Chats, Street Food,150,3.9,192,RT Nagar,77.595715,13.0227204
16777,Burger & Beans, Coffee,300,3.8,229,New BEL Road,77.564105,13.0393922
16778,Say Cheese Cake, Desserts,250,4.2,2487,Koramangala 6th Block,77.6238477,12.9390255
16780,Hen Hao Chi Food, Seafood,250,4.0,22,JP Nagar,77.5782713,12.9072515
16781,Rayalaseema Spices, Chinese,350,3.3,196,New BEL Road,77.564105,13.0393922
16782,Taste Of Malabar, Chinese,150,3.5,155,New BEL Road,77.564105,13.0393922
16783,Taste Of Malabar, Chinese,150,4.1,1673,BTM,77.60456543,12.91127585
16784,Taste Of Malabar, Chinese,150,3.6,455,Kammanahalli,77.6377094,13.0093455
