restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
1301,Gokul Veg,4.1,"North Indian, Chinese, Beverages, Desserts",4252,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,400
97,Absolute Shawarma,4.2,"Lebanese, Rolls",667,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/absolute-shawarma-hsr-bangalore/order,150
205,Narmada Chain of Restaurants,4.3,"North Indian, Biryani, Chinese",353,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/narmada-chain-of-restaurants-marathahalli-bangalore/order,250
1302,Curry Point,0,South Indian,0,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/curry-point-electronic-city-bangalore/order,50
186,Udupi Upahar,4.1,"South Indian, Street Food, Chinese",267,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/udupi-upahar-6-bannerghatta-road-bangalore/order,50
1303,Aubree,4.3,"Bakery, Desserts",614,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/aubree-jp-nagar-bangalore/order,200
936,Nadan Pothichoru,3.7,"Kerala, South Indian, Beverages",758,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/nadan-pothichoru-banashankari-bangalore/order,200
1304,Iyengar Amma Pastries New Karnataka,3.1,"Bakery, Street Food, Desserts",117,"Yelahanka, Bangalore",77.5963454,13.1006982,https://www.zomato.com/bangalore/iyengar-amma-pastries-new-karnataka-yelahanka-bangalore/order,50
1305,Bangarpet Pani Puri,3.7,Street Food,99,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/bangarpet-pani-puri-1-marathahalli-bangalore/order,75
291,The Dessert Zone,3.6,"Desserts, Bakery",172,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/the-dessert-zone-bannerghatta-road-bangalore/order,200
1306,T-Hut,3.8,Kerala,227,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/t-hut-hennur-bangalore/order,150
1307,Bites & Bowls,4.4,"Fast Food, Chinese, Beverages, Sichuan",183,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/bites-bowls-jayanagar-bangalore/order,200
1308,Anand Sweets and Savouries,4,"Mithai, Street Food, Beverages, Desserts",7548,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/anand-sweets-and-savouries-bannerghatta-road/order,150
1309,The Taste Of Andhra,0,"Biryani, South Indian, Momos, Fast Food, Beverages, Sichuan",7,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-taste-of-andhra-1-whitefield-bangalore/order,150
1310,Mayura Restaurant,4.1,"Andhra, Chinese, North Indian, Biryani",3536,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/mayura-restaurant-peenya/order,350
1311,Kapital Kitchen,4,"North Indian, South Indian, Biryani",31,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/kapital-kitchen-whitefield-bangalore/order,200
1312,Pizza Heaven,3.4,"Pizza, Pasta, Desserts, Beverages",220,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/pizza-heaven-2-hennur-bangalore/order,200
617,Sweet Truth - Cake and Desserts,4.1,"Desserts, Bakery",845,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-rajajinagar-bangalore/order,200
208,Shanthi Sagar,4,"South Indian, Chinese, North Indian, Street Food",11700,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/shanthi-sagar-new-bel-road/order,150
369,Ovenstory Pizza,4.2,"Pizza, Fast Food",3315,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/ovenstory-pizza-koramangala-1st-block-bangalore/order,300
231,Empire Restaurant,3.8,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",15900,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/empire-restaurant-brookefield-bangalore/order,400
201,Paratha Box by EatFit,3.7,"North Indian, Desserts, Beverages",218,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/paratha-box-by-eatfit-btm-bangalore/order,150
1313,Goli Vada Pav No.1,3.6,"Street Food, Burger, Fast Food, Ice Cream",447,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/goli-vada-pav-no-1-3-jp-nagar-bangalore/order,100
586,Nandhana Palace,4,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",8241,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/nandhana-palace-koramangala-4th-block/order,400
1314,Aattutheeram Kerala Restaurant,4,"Kerala, Biryani, Chinese, South Indian, Seafood, Beverages",25300,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/aattutheeram-kerala-restaurant-hennur-bangalore/order,200
1315,New Kabab Plaza Family Restaurant,4,"Chinese, North Indian, Mughlai, Juices, Sichuan",76,"Hennur, Bangalore",77.6305067,13.0258087,https://www.zomato.com/bangalore/new-kabab-plaza-family-restaurant-hennur-bangalore/order,500
1316,New Punjabi Dhaba,4.1,"North Indian, Chinese, Beverages",165,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/new-punjabi-dhaba-yeshwantpur-bangalore/order,150
1317,RS Shiv Sagar,3.8,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts",688,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/rs-shiv-sagar-mg-road/order,300
1318,Gobblers Rolls & Bowls,3.2,"Rolls, Momos, Beverages, Shake, Sandwich",71,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/gobblers-rolls-bowls-koramangala-7th-block-bangalore/order,150
1319,Hari Super Sandwich,3.8,"Fast Food, Sandwich, Street Food",2771,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/hari-super-sandwich-2-jayanagar/order,100
585,Mallu House,3.6,"Kerala, South Indian, Biryani, Kebab, Desserts, Seafood",41,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/mallu-house-kalyan-nagar-bangalore/order,200
1320,Simpli Namdhari's,3.9,"Healthy Food, European, Pizza, Fast Food, Beverages",1929,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/simpli-namdharis-jayanagar-bangalore/order,200
780,The Red Box,3.8,"Chinese, Thai, Sichuan",3952,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/the-red-box-jayanagar-bangalore/order,200
1321,Ambara Andhra Restaurant,3.9,"Biryani, South Indian, North Indian, Chinese, Sichuan",112,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/ambara-andhra-restaurant-peenya-bangalore/order,250
1322,Navarang Fast Food,3.7,"North Indian, Chinese",1116,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/navarang-fast-food-kammanahalli/order,150
1323,The Bangalore Creamery,4.2,"Ice Cream, Desserts, Beverages, Shake, Waffle",1071,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/the-bangalore-creamery-indiranagar-bangalore/order,150
1324,Gowda's Biriyani Corner,3.7,"South Indian, Biryani, North Indian",20600,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/gowdas-biriyani-corner-vijay-nagar-bangalore/order,200
190,A2B - Adyar Ananda Bhavan,3.9,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",3614,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-rajajinagar-bangalore/order,250
402,Keventers - Milkshakes & Desserts,4.3,"Shake, Beverages, Ice Cream",1840,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-rajajinagar-bangalore/order,250
1325,Bubbles,0,"Cafe, North Indian, Chinese, Beverages, Fast Food",7,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/bubbles-kammanahalli-bangalore/order,100
409,Gourmet Ice Cream Cakes By Baskin Robbins,3.7,"Bakery, Desserts, Ice Cream",31,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/gourmet-ice-cream-cakes-by-baskin-robbins-new-bel-road-bangalore/order,150
742,Khichdi Kahani,3.2,North Indian,83,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/khichdi-kahani-indiranagar-bangalore/order,300
1326,Shiny Chats,0,Street Food,8,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/shiny-chats-shivajinagar-bangalore/order,100
1327,NISO Chinese Restaurant,4,"Chinese, Thai, Momos, Seafood, Sichuan",8437,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/niso-chinese-restaurant-kr-puram/order,250
1328,Shadi Ki Biryani,0,"Biryani, Kebab, Fast Food",0,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/shadi-ki-biryani-2-btm-bangalore/order,100
1329,Rolls N Toasters,0,"Rolls, Sandwich, Pizza, Fast Food",6,"HBR Layout, Bangalore",77.6323597,13.0358698,https://www.zomato.com/bangalore/rolls-n-toasters-hbr-layout-bangalore/order,150
1330,Uttara Karnataka Foods,3.9,"South Indian, Mithai, Street Food, Desserts",266,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/uttara-karnataka-foods-basavanagudi-bangalore/order,100
1331,Chai Galli,3.9,"Chinese, Fast Food, Street Food, Ice Cream, Tea, Juices, Beverages, Desserts",12,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/chai-galli-jp-nagar-bangalore/order,200
1332,Bathinda Junction,3.8,"North Indian, Chinese, Mughlai, Desserts, Beverages",11300,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/bathinda-junction-1-btm/order,400
1333,Hokart - Biplab Oriental Kitchen,0,Chinese,0,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/hokart-biplab-oriental-kitchen-bannerghatta-road-bangalore/order,100
1334,Bengali Flavours,0,"Bengali, Desserts",17,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/bengali-flavours-whitefield-bangalore/order,250
397,Great Indian Khichdi by EatFit,4.1,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",405,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-cunningham-road-bangalore/order,150
1335,Indian Bowls by Living,0,"North Indian, South Indian",0,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/indian-bowls-by-living-bommanahalli-bangalore/order,200
242,Kanti Bakes & Flakes,4.3,"Bakery, Desserts, Mithai",499,"RT Nagar, Bangalore",77.595715,13.0227204,https://www.zomato.com/bangalore/kanti-bakes-flakes-rt-nagar-bangalore/order,50
107,Gilly's Restobar,3.7,"Finger Food, North Indian, Oriental, Seafood, Continental, Italian, Beverages",56,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/gillys-restobar-1-marathahalli-bangalore/order,800
603,Just Bake,4.3,Bakery,103,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/just-bake-seshadripuram/order,300
